timestamp,num_pkts,avg_ttl,median_ttl,10_percentil_ttl,25_percentil_ttl,75_percentil_ttl,90_percentil_ttl,max_ttl,min_ttl,attack,test_categorical
34400,10,144,144,64,64,224,224,224,64,No,10
34405,39,81.5384615384615,64,51.4,55,64,224,224,33,No,39
34410,32,143.25,138,64,64,224,224,224,64,No,32
34415,18,115.388888888889,64,44,64,224,224,224,33,No,18
34420,11,77.0909090909091,64,64,64,100,100,100,64,Yes,11
34425,24,96.0833333333333,64,45.5,61,100,226,226,33,No,24
34430,14,131.714285714286,64,64,64,226,226,226,40,No,14
34435,15,117.733333333333,64,52,64,226,226,226,44,No,15
34440,16,89.5625,64,64,64,100,156,212,33,Yes,16
34445,18,69.1111111111111,64,49.6,64,64,100,100,44,Yes,18
34450,20,76.85,64,64,64,100,100,100,33,Yes,20
34455,30,112.3,64,44,64,226,226,226,33,No,30
34460,30,81.9666666666667,64,64,64,100,100,226,24,Yes,30
34465,34,80.3823529411765,64,45.5,56,64,188.2,226,33,No,34
34470,20,143.6,138,64,64,226,226,226,64,No,20
34475,41,117.560975609756,64,44,64,226,226,226,33,No,41
34480,12,76,64,64,64,100,100,100,64,Yes,12
34485,24,94.5833333333333,64,45.5,61,73,226,226,33,No,24
34490,12,74.25,64,64,64,100,100,100,43,Yes,12
34495,27,84,64,47,50,64,226,226,33,No,27
34500,13,107.538461538462,64,64,64,100,212,226,64,Yes,13
34505,48,69.4375,64,64,64,64,100,100,33,Yes,48
34510,16,133.625,64,64,64,226,226,226,44,No,16
34515,16,81.25,64,46.5,64,100,100,226,33,Yes,16
34520,20,75.45,64,48.5,64,100,100,100,40,Yes,20
34525,28,126.678571428571,64,60.4,64,226,226,226,33,No,28
34530,13,96.3076923076923,64,64,64,100,189.6,212,44,Yes,13
34535,10,70.2,64,33,49,100,100,100,33,Yes,10
34540,12,129.833333333333,64,64,64,226,226,226,44,No,12
34545,28,90.25,64,47.8,64,64,226,226,33,No,28
34550,93,93.3655913978495,64,45,64,64,212,226,43,Yes,93
34555,45,108.222222222222,64,64,64,210,210,220,33,Yes,45
34560,14,132,64,64,64,226,226,226,44,No,14
34565,18,107.5,64,49.6,64,194.5,226,226,33,No,18
34570,21,70.4761904761905,64,44,64,100,100,100,44,Yes,21
34575,18,96.7777777777778,64,40,64,91,226,226,33,No,18
34580,19,112.421052631579,64,50.4,64,226,226,226,44,No,19
34585,16,133.4375,82,64,64,226,226,226,33,No,16
34590,17,128.117647058824,64,56,64,226,226,226,44,No,17
34595,13,114.615384615385,64,39.2,64,226,226,226,33,No,13
34600,27,122.074074074074,64,59.2,64,226,226,226,44,No,27
34605,21,125.285714285714,64,64,64,226,226,226,33,No,21
34610,20,109.1,64,48.5,64,226,226,226,44,No,20
34615,17,91.4117647058824,64,58,64,100,144.8,212,33,Yes,17
34620,23,94.4782608695652,64,45,64,64,226,226,22,No,23
34625,16,115.5625,82,33,64,226,226,226,33,No,16
34630,15,115.333333333333,64,52,64,226,226,226,44,No,15
34635,18,109.833333333333,64,33,64,194.5,226,226,33,No,18
34640,19,102.315789473684,64,48,58,145,226,226,44,No,19
34645,16,135.375,82,64,64,226,226,226,64,No,16
34650,13,108.384615384615,64,44,64,226,226,226,33,No,13
34655,10,94.6,82,64,64,100,112.6,226,64,Yes,10
34660,39,66.4871794871795,64,61.6,64,64,100,100,33,Yes,39
34665,15,128.8,64,64,64,226,226,226,64,No,15
34670,46,118.108695652174,64,49,64,226,226,226,33,No,46
34675,15,121.466666666667,100,64,64,212,212,226,64,Yes,15
34680,23,67.5652173913043,64,45,64,64,100,100,33,Yes,23
34685,23,128.869565217391,100,64,64,224,225.6,226,33,No,23
34690,20,86.2,82,62,64,100,100,224,44,Yes,20
34695,10,82.5,100,60.9,64,100,100,100,33,Yes,10
34700,18,98.1111111111111,64,49,64,91,224,224,44,No,18
34705,49,134.795918367347,64,64,64,224,224,224,33,No,49
34710,29,135.034482758621,64,64,64,224,224,224,44,No,29
34715,30,82.0333333333333,64,64,64,100,100,224,33,Yes,30
34720,16,132.75,64,64,64,224,224,224,44,No,16
34725,17,77.2352941176471,64,48.8,64,100,100,100,33,Yes,17
34730,29,93.0689655172414,64,49.8,64,64,224,224,22,No,29
34735,52,93.6153846153846,64,45.1,46,64,222.8,255,33,No,52
34740,30,126.066666666667,64,45,49,224,255,255,33,No,30
34745,25,70.56,64,56.8,64,64,100,100,44,Yes,25
34750,11,125.454545454545,64,64,64,224,224,224,64,No,11
34755,16,71.5625,64,42,59,100,100,100,33,Yes,16
34760,21,70.7619047619048,64,64,64,64,100,100,41,Yes,21
34765,23,111.173913043478,64,45.6,64,212,224,224,33,No,23
34770,12,130.666666666667,64,64,64,224,224,224,64,No,12
34775,26,112.269230769231,64,38.5,64,224,224,224,33,No,26
34780,29,70.8620689655172,64,56,64,64,100,100,43,Yes,29
34785,35,75.8571428571429,64,44,64,100,100,100,33,Yes,35
34790,21,68.1904761904762,64,43,64,64,100,100,43,Yes,21
34795,48,71.0625,64,59.5,64,64,100,212,33,Yes,48
34800,10,85.6,100,64,64,100,100,100,64,Yes,10
34805,20,71.85,64,44,61,100,100,100,33,Yes,20
34810,12,130.666666666667,64,64,64,224,224,224,64,No,12
34815,17,74.6470588235294,64,44,64,100,100,100,33,Yes,17
34820,20,127.25,64,64,64,224,224,224,49,No,20
34825,63,118.095238095238,64,56,64,224,224,224,33,No,63
34830,39,105.717948717949,64,44,64,224,224,224,43,No,39
34835,16,66.25,64,38,43.75,100,100,100,33,Yes,16
34840,9,88,100,64,64,100,100,100,64,Yes,9
34845,21,68.6190476190476,64,40,64,100,100,100,33,Yes,21
34850,39,86.1794871794872,64,55,64,64,224,224,49,No,39
34855,19,110.631578947368,64,44,64,212,224,224,33,No,19
34860,37,70.3513513513514,64,56,64,64,100,100,43,Yes,37
34865,16,102.75,64,43.5,59,131,224,224,33,No,16
34870,22,119.727272727273,64,53.2,64,224,224,224,43,No,22
34875,34,85.6764705882353,64,50,64,64,224,224,33,No,34
34880,28,92.3928571428571,64,59.5,64,73,224,224,33,No,28
34885,22,134.090909090909,64,64,64,223.5,224,224,44,No,22
34890,42,85.8095238095238,64,49,49,64,224,224,22,No,42
34895,14,131.142857142857,64,64,64,224,224,224,44,No,14
34900,29,129.689655172414,64,64,64,224,224,224,33,No,29
34905,35,102.828571428571,64,56,64,144,224,224,43,No,35
34910,26,91.2307692307692,64,46.5,55,64,224,224,33,No,26
34915,29,98,64,64,64,100,212,212,43,Yes,29
34920,62,114.645161290323,64,56,64,224,224,224,33,No,62
34925,23,119.173913043478,64,47.2,64,224,224,224,33,No,23
34930,40,77.65,64,51.2,64,64,80.0000000000002,224,43,No,40
34935,17,68.5294117647059,64,47.2,64,64,100,100,33,Yes,17
34940,23,72.5652173913043,64,52,64,100,100,100,44,Yes,23
34945,21,88.6190476190476,64,64,64,100,100,212,33,Yes,21
34950,16,68.25,64,54,64,64,100,100,44,Yes,16
34955,25,72,64,49,64,100,100,100,33,Yes,25
34960,15,103,64,46,64,144,224,224,44,No,15
34965,15,73,64,55.6,64,100,100,100,33,Yes,15
34970,15,66.5333333333333,64,46,56.5,64,100,100,44,Yes,15
34975,29,117,64,51.6,64,224,224,224,33,No,29
34980,15,114.666666666667,64,52,64,224,224,224,44,No,15
34985,22,117.227272727273,82,36.1,64,224,224,224,33,No,22
34990,39,124.512820512821,64,64,64,224,224,224,44,No,39
34995,8,103.125,64,46.3,61,131,224,224,33,No,8
35000,20,67.4,64,44,60.25,73,100,100,22,Yes,20
35005,17,111.176470588235,64,58,64,212,224,224,33,No,17
35010,14,118.285714285714,64,50,64,224,224,224,44,No,14
35015,17,120.058823529412,64,59.2,64,224,224,224,33,No,17
35020,14,118.285714285714,64,50,64,224,224,224,44,No,14
35025,16,70.375,64,40.5,64,100,100,100,33,Yes,16
35030,15,103,64,46,64,144,224,224,44,No,15
35035,24,115.458333333333,64,55.6,64,215,224,224,33,No,24
35040,19,120.842105263158,64,60,64,224,224,224,44,No,19
35045,23,127.04347826087,64,64,64,224,224,224,33,No,23
35050,14,106,64,46.4,64,184,224,224,44,No,14
35055,11,137.181818181818,100,64,64,224,224,224,33,No,11
35060,18,105.388888888889,64,47.5,64,184,224,224,44,No,18
35065,43,133.906976744186,64,64,64,224,224,224,33,No,43
35070,20,117.4,64,51.2,64,224,224,224,44,No,20
35075,39,67.9487179487179,64,64,64,64,100,100,33,Yes,39
35080,15,126.666666666667,64,64,64,224,224,224,44,No,15
35085,14,120.071428571429,64,50,64,224,224,224,33,No,14
35090,17,73.9411764705882,64,50.8,64,100,100,100,44,Yes,17
35095,46,107.304347826087,64,49,64,212,224,224,33,No,46
35100,34,144,144,64,64,224,224,224,64,No,34
35105,19,80.0526315789474,64,44,64,100,100,224,33,Yes,19
35110,40,73.7,64,56,64,100,100,100,52,Yes,40
35115,184,75.5434782608696,64,45,45,64,186.800000000002,224,33,No,184
35120,18,82.6111111111111,64,44.2,64,100,100,224,33,Yes,18
35125,25,96.48,64,43,64,64,224,224,43,No,25
35130,20,127.65,64,62.8,64,224,224,224,33,No,20
35135,9,61.2222222222222,64,43.8,44,64,71.2,100,43,Yes,9
35140,56,90.3928571428571,64,45,45,64,224,224,33,No,56
35145,14,106.857142857143,64,50,64,184,224,224,44,No,14
35150,36,70.3333333333333,64,55,61.75,64,100,224,33,Yes,36
35155,38,120.5,64,59.8,64,224,224,224,44,No,38
35160,19,121,64,57.8,64,224,224,224,22,No,19
35165,14,106,64,46.4,64,184,224,224,44,No,14
35170,14,121.5,64,64,64,224,224,224,33,No,14
35175,21,116.571428571429,64,52,64,224,224,224,44,No,21
35180,12,100.583333333333,64,34.6,60.25,131,224,224,33,No,12
35185,16,120,64,54,64,215,224,224,44,No,16
35190,10,71.7,64,60.9,64,91,100,100,33,Yes,10
35195,16,100.75,64,48,64,104,224,224,44,No,16
35200,12,131.083333333333,82,64,64,224,224,224,33,No,12
35205,20,76.4,64,44,60.5,100,100,224,40,Yes,20
35210,19,122.421052631579,64,61,64,224,224,224,33,No,19
35215,26,103.038461538462,64,49.5,64,175,224,224,44,No,26
35220,17,101.647058823529,64,33,64,100,224,224,33,No,17
35225,35,62.4,64,44,44,64,85.6000000000001,100,44,Yes,35
35230,8,128.5,82,64,64,224,224,224,64,No,8
35235,11,59.7272727272727,64,44,48,64,64,100,33,Yes,11
35240,26,66.2692307692308,64,50,64,64,100,100,49,Yes,26
35245,40,82.525,64,64,64,64,212,224,33,No,40
35250,9,93.7777777777778,64,64,64,100,124.8,224,64,Yes,9
35255,17,69.7058823529412,64,44,64,100,100,100,33,Yes,17
35260,7,84.5714285714286,100,64,64,100,100,100,64,Yes,7
35265,22,123.136363636364,64,64,64,224,224,224,33,No,22
35270,18,113.055555555556,64,47.5,64,224,224,224,22,No,18
35275,23,125.260869565217,64,64,64,224,224,224,33,No,23
35280,21,91.6666666666667,64,44,50,100,224,224,33,No,21
35285,23,97.9565217391304,64,44,64,100,224,224,33,No,23
35290,14,118.285714285714,64,50,64,224,224,224,44,No,14
35295,16,112.0625,64,46,64,224,224,224,33,No,16
35300,19,67.2631578947368,64,48,58,64,100,100,44,Yes,19
35305,21,99.7619047619048,64,64,64,100,212,222,33,Yes,21
35310,15,114.666666666667,64,52,64,224,224,224,44,No,15
35315,10,128.5,82,60.9,64,224,224,224,33,No,10
35320,12,99.6666666666667,64,44.8,61,104,224,224,44,No,12
35325,15,77.7333333333333,64,55,64,100,100,100,33,Yes,15
35330,18,72.9444444444444,64,47.5,64,100,100,100,44,Yes,18
35335,12,129.083333333333,82,64,64,215,224,224,33,No,12
35340,25,99.76,64,50.8,64,64,224,224,44,No,25
35345,13,75.8461538461538,64,39.2,64,100,100,100,33,Yes,13
35350,12,103.666666666667,64,46,64,131,224,224,44,No,12
35355,11,122.636363636364,64,64,64,224,224,224,33,No,11
35360,34,79.5882352941177,64,44,56,64,186.8,224,33,No,34
35365,13,95.0769230769231,64,64,64,100,189.6,212,64,Yes,13
35370,26,99.7307692307692,64,38,49,100,224,224,33,No,26
35375,20,107.8,64,43,64,224,224,224,43,No,20
35380,17,98.8823529411765,64,44,64,100,224,224,33,No,17
35385,37,66.8378378378378,64,64,64,64,78.3999999999999,100,40,Yes,37
35390,20,68.7,64,44,64,73,100,100,33,Yes,20
35395,25,124.4,64,64,64,212,224,224,49,No,25
35400,20,68.15,64,44,61,73,100,100,33,Yes,20
35405,12,82,82,64,64,100,100,100,64,Yes,12
35410,16,116,64,54,64,224,224,224,44,No,16
35415,13,123.153846153846,64,64,64,224,224,224,33,No,13
35420,19,94.1578947368421,64,48,64,64,224,224,44,No,19
35425,16,89.5625,64,64,64,100,156,212,33,Yes,16
35430,25,87.36,64,37.4,64,100,224,224,22,No,25
35435,19,83.6842105263158,64,44,51,64,224,224,44,No,19
35440,18,106.5,64,44,64,193,224,224,33,No,18
35445,10,128,64,64,64,224,224,224,64,No,10
35450,31,68.2903225806452,64,49,55,64,100,224,33,Yes,31
35455,53,126.433962264151,64,64,64,208,224,224,44,No,53
35460,12,103.25,64,51.4,64,131,224,224,33,No,12
35465,14,74,64,50,64,100,100,100,44,Yes,14
35470,13,75.4615384615385,64,64,64,100,100,100,33,Yes,13
35475,14,68.8571428571429,64,44,55,91,100,100,40,Yes,14
35480,14,72.5,64,49,64,100,100,100,33,Yes,14
35485,18,92.2222222222222,82,58,64,100,133.6,212,44,Yes,18
35490,22,131.545454545455,100,64,64,224,224,224,33,No,22
35495,16,100.75,64,48,64,104,224,224,44,No,16
35500,44,81.3863636363636,64,44,59,64,224,224,33,No,44
35505,18,114,64,44,64,224,224,224,44,No,18
35510,28,75.9642857142857,64,59.5,64,100,100,100,33,Yes,28
35515,27,81.037037037037,64,59.2,64,100,100,212,44,Yes,27
35520,18,99.6111111111111,64,33,64,100,224,224,33,No,18
35525,15,114.666666666667,64,52,64,224,224,224,44,No,15
35530,7,110.428571428571,64,51.6,64,162,224,224,33,No,7
35535,16,74.25,64,48,64,100,100,100,44,Yes,16
35540,30,75.4666666666667,64,62.5,64,100,100,100,22,Yes,30
35545,30,119.666666666667,64,62.8,64,219.5,224,224,44,No,30
35550,22,129.136363636364,64,64,64,224,224,224,33,No,22
35555,14,118.285714285714,64,50,64,224,224,224,44,No,14
35560,35,81.7428571428571,64,64,64,64,174.4,224,33,No,35
35565,33,130.666666666667,64,64,64,224,224,224,44,No,33
35570,45,104.666666666667,64,53.6,64,224,224,224,33,No,45
35575,15,88.2666666666667,64,52,64,100,167.2,212,44,Yes,15
35580,20,101.35,64,42,58.75,131,224,224,33,No,20
35585,25,108.28,64,46.4,64,224,224,224,33,No,25
35590,17,138.588235294118,64,64,64,224,224,224,52,No,17
35595,9,77.8888888888889,64,41.8,44,64,124.8,224,33,No,9
35600,32,118.1875,64,50.5,64,224,224,224,33,No,32
35605,31,90.8709677419355,64,64,64,100,100,224,44,Yes,31
35610,34,79.9117647058823,64,48,49,64,186.8,224,33,No,34
35615,15,114.666666666667,64,52,64,224,224,224,44,No,15
35620,13,125.923076923077,64,64,64,224,224,224,33,No,13
35625,14,71.4285714285714,64,50,64,91,100,100,44,Yes,14
35630,20,110.9,64,51.7,64,224,224,224,33,No,20
35635,17,127.294117647059,64,64,64,224,224,224,44,No,17
35640,13,112.076923076923,64,48,64,224,224,224,33,No,13
35645,20,118.7,64,62.8,64,224,224,224,50,No,20
35650,35,126.314285714286,64,52,64,224,224,224,33,No,35
35655,10,128,64,64,64,224,224,224,64,No,10
35660,20,101.75,64,42.9,60.25,131,224,224,33,No,20
35665,39,132.435897435897,64,64,64,224,224,224,49,No,39
35670,24,109.625,64,36.3,64,224,224,224,33,No,24
35675,33,77.6363636363636,64,45,48,64,192,224,45,No,33
35680,160,59.825,64,45,45,64,64,224,33,No,160
35685,9,116,64,61.6,64,224,224,224,52,No,9
35690,23,110.521739130435,64,45,64,224,224,224,33,No,23
35695,21,114.047619047619,64,49,64,212,224,224,49,No,21
35700,40,68.55,64,43.9,64,64,64,224,22,No,40
35705,46,78.9347826086957,64,45,45.5,64,224,224,43,No,46
35710,18,97.6111111111111,64,44,64,91,224,224,33,No,18
35715,12,130.666666666667,64,64,64,224,224,224,64,No,12
35720,19,94.2631578947368,64,44,56.5,82,224,224,33,No,19
35725,14,130,64,64,64,221,224,224,52,No,14
35730,16,66.625,64,38.5,59,73,100,100,33,Yes,16
35735,7,114.857142857143,64,64,64,162,224,224,64,No,7
35740,17,69,64,42.4,64,100,100,100,33,Yes,17
35745,13,100.923076923077,64,54.4,64,100,224,224,40,No,13
35750,41,88.4146341463415,64,49,55,64,224,224,33,No,41
35755,16,131.5625,64,64,64,224,224,224,49,No,16
35760,26,124.192307692308,64,54,64,224,224,224,33,No,26
35765,14,107.857142857143,64,55.6,64,184,224,224,50,No,14
35770,18,68.0555555555556,64,44,64,64,100,100,33,Yes,18
35775,21,139.619047619048,64,64,64,224,224,224,52,No,21
35780,16,90.875,64,44,60.25,73,224,224,33,No,16
35785,30,143.2,138,64,64,224,224,224,64,No,30
35790,59,93.7796610169491,64,45,64,64,224,224,33,No,59
35795,135,63.4222222222222,64,45,45,64,64,224,45,No,135
35800,19,78.1578947368421,64,44,64,100,100,224,33,Yes,19
35805,43,86.6744186046512,64,45,46,64,224,255,45,No,43
35810,40,130.05,64,47,48.5,224,255,255,33,No,40
35815,74,71.9054054054054,64,45,45,64,64,224,22,No,74
35820,159,57.6100628930818,64,45,45,64,64,100,33,Yes,159
35825,16,73.125,64,57,64,100,100,100,44,Yes,16
35830,12,103.75,64,40.4,59,131,224,224,33,No,12
35835,16,122,64,58,64,224,224,224,44,No,16
35840,88,71,64,47,64,64,64,224,33,No,88
35845,37,91.8918918918919,64,44,47,64,224,224,43,No,37
35850,10,71.7,64,60.9,64,91,100,100,33,Yes,10
35855,13,65.5384615384615,64,45.6,64,64,92.8,100,44,Yes,13
35860,17,132.294117647059,100,64,64,224,224,224,33,No,17
35865,19,129.263157894737,64,60,64,224,224,224,44,No,19
35870,31,76.4516129032258,64,64,64,100,100,100,33,Yes,31
35875,31,123.483870967742,64,64,64,212,224,224,44,No,31
35880,43,134.46511627907,64,64,64,224,224,224,33,No,43
35885,21,115.904761904762,64,44,64,224,224,224,33,No,21
35890,13,74,64,64,64,100,100,100,50,Yes,13
35895,13,63.1538461538462,64,44,52,64,92.8,100,33,Yes,13
35900,19,78.3684210526316,64,64,64,100,100,100,49,Yes,19
35905,21,114.52380952381,64,44,64,212,224,224,33,No,21
35910,13,67.5384615384615,64,54.4,64,64,92.8,100,50,Yes,13
35915,14,71.7857142857143,64,44,64,100,100,100,33,Yes,14
35920,12,128.75,64,64,64,224,224,224,41,No,12
35925,17,70.4117647058824,64,44,64,100,100,100,33,Yes,17
35930,15,115.533333333333,64,56.8,64,224,224,224,49,No,15
35935,21,114.52380952381,64,44,64,212,224,224,33,No,21
35940,11,104.909090909091,64,49,64,144,224,224,49,No,11
35945,17,99.8823529411765,64,39.6,64,100,224,224,33,No,17
35950,16,112.375,64,58,64,224,224,224,50,No,16
35955,28,77.4642857142857,64,58,64,100,100,224,33,Yes,28
35960,43,134.348837209302,64,64,64,224,224,224,49,No,43
35965,24,121.541666666667,64,50,64,224,224,224,33,No,24
35970,29,117.655172413793,64,48.2,64,224,224,224,22,No,29
35975,78,94.2564102564103,64,64,64,64,224,224,44,No,78
35980,11,74.2727272727273,64,64,64,100,100,100,33,Yes,11
35985,12,129,64,64,64,224,224,224,44,No,12
35990,22,73.5454545454545,64,49.3,64,100,100,100,33,Yes,22
35995,19,110.631578947368,64,49,64,212,224,224,44,No,19
36000,13,112.076923076923,64,48,64,224,224,224,33,No,13
36005,13,91.3846153846154,100,64,64,100,100,224,44,Yes,13
36010,16,62.1875,64,42,51.5,64,82,100,33,Yes,16
36015,11,70.9090909090909,64,52,64,82,100,100,44,Yes,11
36020,18,107.944444444444,64,47.5,64,193,224,224,33,No,18
36025,16,141.75,138,64,64,224,224,224,64,No,16
36030,13,70,64,35.2,44,100,100,100,33,Yes,13
36035,28,88.5714285714286,64,44,64,64,224,224,44,No,28
36040,15,104.333333333333,64,44,64,162,224,224,33,No,15
36045,9,88,100,64,64,100,100,100,64,Yes,9
36050,38,64.8157894736842,64,53.2,55,64,100,100,33,Yes,38
36055,17,119.588235294118,64,59.2,64,212,224,224,49,No,17
36060,17,109,64,44,64,224,224,224,33,No,17
36065,10,78.4,64,64,64,100,100,100,64,Yes,10
36070,20,103.35,64,44,64,131,224,224,33,No,20
36075,10,126.8,64,62.8,64,224,224,224,52,No,10
36080,26,99.3846153846154,64,38.5,64,100,224,224,33,No,26
36085,33,90.7272727272727,64,64,64,100,100,224,22,Yes,33
36090,19,77.3157894736842,64,44,64,100,100,100,33,Yes,19
36095,13,74.1538461538462,64,64,64,100,100,100,52,Yes,13
36100,17,100.294117647059,64,42.4,64,100,224,224,33,No,17
36105,10,144,144,64,64,224,224,224,64,No,10
36110,24,67.2916666666667,64,45.5,64,64,100,100,33,Yes,24
36115,17,127.764705882353,64,64,64,224,224,224,52,No,17
36120,18,106.777777777778,64,40.7,64,193,224,224,33,No,18
36125,9,84,100,64,64,100,100,100,64,Yes,9
36130,21,68.5238095238095,64,44,64,64,100,100,33,Yes,21
36135,10,126.8,64,62.8,64,224,224,224,52,No,10
36140,26,77.6538461538462,64,44,49,64,162,224,33,No,26
36145,65,82.7076923076923,64,64,64,64,212,224,50,No,65
36150,21,107.47619047619,64,44,64,224,224,224,33,No,21
36155,9,89.7777777777778,64,64,64,100,124.8,224,64,Yes,9
36160,16,111.8125,64,44,64,224,224,224,33,No,16
36165,12,144,144,64,64,224,224,224,64,No,12
36170,22,71.2272727272727,64,49,64,100,100,100,33,Yes,22
36175,21,115.714285714286,64,44,64,212,224,224,33,No,21
36180,20,135,64,64,64,224,224,224,44,No,20
36185,19,74.5789473684211,64,60,64,100,100,100,33,Yes,19
36190,14,95.1428571428571,64,41.2,55,91,224,224,40,No,14
36195,22,113.590909090909,64,51.4,64,224,224,224,33,No,22
36200,17,108.117647058824,64,49,64,224,224,224,44,No,17
36205,33,116.212121212121,64,64,64,212,224,224,44,No,33
36210,28,130.321428571429,64,60.4,64,224,224,224,33,No,28
36215,21,80.1904761904762,64,64,64,100,100,100,44,Yes,21
36220,21,131.095238095238,64,64,64,224,224,224,33,No,21
36225,51,74.1764705882353,64,56,64,100,100,100,43,Yes,51
36230,28,75.5357142857143,64,51.1,64,100,100,100,33,Yes,28
36235,35,77.3142857142857,64,52,64,82,100,212,43,Yes,35
36240,33,79.2424242424243,64,64,64,100,100,100,22,Yes,33
36245,35,74.4571428571429,64,52,64,100,100,100,33,Yes,35
36250,26,128.769230769231,64,45,64,224,255,255,45,No,26
36255,27,101.407407407407,64,44.6,47.5,100,255,255,33,Yes,27
36260,21,98.3809523809524,64,43,49,100,224,224,43,No,21
36265,31,113.096774193548,64,44,64,212,224,224,33,No,31
36270,13,71.3846153846154,64,64,64,64,100,100,52,Yes,13
36275,17,110.117647058824,64,48.8,64,224,224,224,44,No,17
36280,17,115.823529411765,64,40,64,224,224,224,33,No,17
36285,13,110.153846153846,64,48,64,224,224,224,44,No,13
36290,19,122.421052631579,64,61,64,224,224,224,33,No,19
36295,44,96.4090909090909,64,49,62,64,224,224,43,No,44
36300,14,82.3571428571429,100,64,64,100,100,100,33,Yes,14
36305,18,69.4444444444444,64,43.7,64,91,100,100,43,Yes,18
36310,8,104.625,64,54.7,64,131,224,224,33,No,8
36315,21,72.8571428571429,64,50,64,100,100,100,44,Yes,21
36320,39,81.3333333333333,64,61,64,64,124.8,224,33,No,39
36325,19,127.368421052632,64,60,64,218,224,224,44,No,19
36330,33,84.1212121212121,64,49,49,64,224,224,33,No,33
36335,12,99.6666666666667,64,44.8,61,104,224,224,44,No,12
36340,11,122.636363636364,64,64,64,224,224,224,33,No,11
36345,22,135.818181818182,64,64,64,224,224,224,44,No,22
36350,39,86.0769230769231,64,53.8,59.5,64,224,224,33,No,39
36355,46,117.630434782609,64,64,64,209,215.5,224,22,No,46
36360,15,117.4,64,55,64,224,224,224,44,No,15
36365,15,72.6,64,52,64,100,100,100,33,Yes,15
36370,13,71.6923076923077,64,48,64,100,100,100,40,Yes,13
36375,19,75.1052631578947,64,48.8,64,100,100,100,33,Yes,19
36380,32,72.90625,64,49.1,64,100,100,100,33,Yes,32
36385,31,87.6129032258065,64,64,64,100,100,212,44,Yes,31
36390,13,112.076923076923,64,48,64,224,224,224,33,No,13
36395,23,101.608695652174,64,49,56.5,144,224,224,44,No,23
36400,13,124.384615384615,64,48,64,224,224,224,33,No,13
36405,7,108,64,59.2,64,144,224,224,52,No,7
36410,20,69.75,64,44,60.25,100,100,100,33,Yes,20
36415,18,87,64,54.7,64,100,133.6,212,33,Yes,18
36420,20,100.5,64,48.5,64,104,224,224,44,No,20
36425,14,76.3571428571429,64,55.6,64,100,100,100,33,Yes,14
36430,14,76.5714285714286,64,50,64,100,100,100,44,Yes,14
36435,15,119.133333333333,64,55.6,64,224,224,224,33,No,15
36440,27,64.7037037037037,64,49.6,50,64,100,100,44,Yes,27
36445,23,124.652173913043,64,64,64,217,224,224,33,No,23
36450,17,81.6470588235294,64,56,64,100,100,224,44,Yes,17
36455,7,116.571428571429,100,54.4,64,162,224,224,40,No,7
36460,40,86.225,64,64,64,64,224,224,33,No,40
36465,11,121.090909090909,64,64,64,224,224,224,52,No,11
36470,19,103.473684210526,64,44,64,162,224,224,33,No,19
36475,19,122.210526315789,64,57.8,64,218,224,224,33,No,19
36480,16,110.5625,64,46.5,64,224,224,224,44,No,16
36485,14,76.3571428571429,64,55.6,64,100,100,100,33,Yes,14
36490,18,106.777777777778,64,40.7,64,193,224,224,33,No,18
36495,13,77.8461538461538,64,64,64,100,100,100,64,Yes,13
36500,22,69.2727272727273,64,44.5,64,91,100,100,33,Yes,22
36505,11,118.909090909091,64,64,64,212,224,224,52,No,11
36510,17,97.1176470588235,64,39.6,64,100,224,224,22,No,17
36515,10,144,144,64,64,224,224,224,64,No,10
36520,15,68.8666666666667,64,44,64,82,100,100,33,Yes,15
36525,15,115.533333333333,64,56.8,64,224,224,224,49,No,15
36530,21,107.571428571429,64,49,64,224,224,224,33,No,21
36535,19,135.578947368421,64,64,64,212,224,224,44,No,19
36540,16,123.0625,64,54,64,224,224,224,33,No,16
36545,21,99.9047619047619,64,40,64,100,224,224,33,No,21
36550,11,120.363636363636,64,64,64,224,224,224,44,No,11
36555,13,112.076923076923,64,48,64,224,224,224,33,No,13
36560,24,101.75,64,45.5,60.5,131,224,224,33,No,24
36565,19,85.7368421052632,64,50.4,64,100,122.4,212,33,Yes,19
36570,12,77.3333333333333,64,64,64,100,100,100,44,Yes,12
36575,15,118.733333333333,64,52,64,224,224,224,33,No,15
36580,13,76.3076923076923,64,64,64,100,100,100,44,Yes,13
36585,18,106.111111111111,64,47.5,64,193,224,224,33,No,18
36590,15,115,64,55,64,224,224,224,44,No,15
36595,18,124.055555555556,64,58,64,221,224,224,33,No,18
36600,14,67,64,53.5,64,64,89.2000000000001,100,49,Yes,14
36605,19,103.631578947368,64,44,64,162,224,224,33,No,19
36610,14,144,144,64,64,224,224,224,64,No,14
36615,23,110.565217391304,64,45.2,64,224,224,224,33,No,23
36620,202,59.2475247524753,64,45,45,64,64,100,42,Yes,202
36625,38,74.3947368421053,64,43.7,64,91,100,212,22,Yes,38
36630,21,75.6190476190476,64,64,64,100,100,100,42,Yes,21
36635,35,86.8857142857143,64,44,54,64,224,224,33,No,35
36640,10,78.4,64,64,64,100,100,100,64,Yes,10
36645,49,70.2448979591837,64,44.8,45,64,71.2000000000001,224,33,No,49
36650,31,73.9032258064516,64,55,64,64,100,224,49,Yes,31
