timestamp,num_pkts,avg_ttl,median_ttl,10_percentil_ttl,25_percentil_ttl,75_percentil_ttl,90_percentil_ttl,max_ttl,min_ttl,attack,test_categorical
27600,8,77.5,64,64,64,100,100,100,64,Yes,8
27605,28,100.25,64,47.5,64,127.5,224,224,33,No,28
27610,27,89.3703703703704,64,44,64,64,224,224,44,No,27
27615,16,68.5625,64,44,64,73,100,100,33,Yes,16
27620,10,82,82,64,64,100,100,100,64,Yes,10
27625,28,95.9642857142857,64,40.7,51.5,100,224,224,33,No,28
27630,9,135.111111111111,64,64,64,224,224,224,64,No,9
27635,33,73.1212121212121,64,50,64,64,100,210,33,Yes,33
27640,24,96.7083333333333,64,64,64,64,224,224,49,No,24
27645,18,95.6111111111111,64,42.8,55,91,224,224,33,No,18
27650,9,152.888888888889,224,64,64,224,224,224,64,No,9
27655,20,101.55,64,44,64,131,224,224,33,No,20
27660,16,124.625,82,48.5,64,224,224,224,33,No,16
27665,23,108.565217391304,64,49.6,64,210,224,224,44,No,23
27670,17,74,64,58,64,100,100,100,33,Yes,17
27675,23,69.1739130434783,64,57,64,64,100,100,44,Yes,23
27680,13,125.923076923077,64,64,64,224,224,224,33,No,13
27685,13,69.8461538461538,64,54.4,64,64,100,100,44,Yes,13
27690,36,86.5,64,49,49,64,224,224,33,No,36
27695,15,124.8,64,64,64,217,224,224,44,No,15
27700,21,69.4285714285714,64,49,64,64,100,100,33,Yes,21
27705,39,82.6153846153846,64,64,64,64,224,224,22,No,39
27710,15,116.333333333333,64,52,64,224,224,224,33,No,15
27715,16,68.625,64,57,64,64,100,100,44,Yes,16
27720,16,115.625,82,38.5,64,224,224,224,33,No,16
27725,27,80.5185185185185,64,50.8,64,100,100,210,44,Yes,27
27730,17,72.8235294117647,64,47,64,100,100,100,33,Yes,17
27735,22,106.318181818182,64,57,64,193,224,224,40,No,22
27740,11,90.6363636363636,64,44,58,82,224,224,33,No,11
27745,13,124,64,64,64,224,224,224,44,No,13
27750,12,116.083333333333,64,46,64,224,224,224,33,No,12
27755,24,112.833333333333,64,49,64,213.5,224,224,44,No,24
27760,17,99.1764705882353,64,47,64,100,224,224,33,No,17
27765,14,122.285714285714,64,64,64,224,224,224,44,No,14
27770,18,114.777777777778,64,40.7,64,224,224,224,33,No,18
27775,12,106.25,64,51.4,64,131,224,224,33,No,12
27780,16,110.75,64,48,64,224,224,224,44,No,16
27785,20,118.1,64,62.5,64,213.5,224,224,33,No,20
27790,18,105.388888888889,64,47.5,64,184,224,224,44,No,18
27795,9,117.888888888889,64,57.8,64,224,224,224,33,No,9
27800,16,110.75,64,48,64,224,224,224,44,No,16
27805,12,76.4166666666667,64,64,64,100,100,100,33,Yes,12
27810,14,120.857142857143,64,50,64,224,224,224,44,No,14
27815,15,126.466666666667,64,64,64,217,224,224,33,No,15
27820,17,97.7058823529412,64,47,64,64,224,224,44,No,17
27825,17,82.8823529411765,64,54.4,64,100,100,224,33,Yes,17
27830,14,120.857142857143,64,50,64,224,224,224,44,No,14
27835,19,114.315789473684,64,46.6,64,224,224,224,33,No,19
27840,16,110.75,64,48,64,224,224,224,44,No,16
27845,21,83.5714285714286,64,49,64,100,100,210,33,Yes,21
27850,18,67.4444444444444,64,47.5,55,64,100,100,44,Yes,18
27855,12,131.083333333333,82,64,64,224,224,224,33,No,12
27860,19,91.8947368421053,64,44,57,64,224,224,22,No,19
27865,14,132.928571428571,82,64,64,224,224,224,33,No,14
27870,35,84.1428571428571,64,55,59.5,64,224,224,44,No,35
27875,15,125.133333333333,64,52,64,217,224,224,33,No,15
27880,16,111.8125,64,56.5,64,224,224,224,44,No,16
27885,32,68.03125,64,64,64,64,100,100,33,Yes,32
27890,16,124.25,64,58,64,224,224,224,44,No,16
27895,17,71.0588235294118,64,39.6,64,100,100,100,33,Yes,17
27900,20,107.1,64,42.9,64,131,224,224,33,No,20
27905,22,88.8181818181818,64,50.5,64,100,199,224,44,Yes,22
27910,18,97.2222222222222,64,47.5,64,91,224,224,33,No,18
27915,14,118,64,50,64,224,224,224,40,No,14
27920,16,74.3125,64,54,64,100,100,100,33,Yes,16
27925,17,110.470588235294,64,39.6,64,224,224,224,33,No,17
27930,16,122,64,58,64,224,224,224,44,No,16
27935,13,88.0769230769231,64,48,64,100,188,210,33,Yes,13
27940,13,71.2307692307692,64,49,64,100,100,100,44,Yes,13
27945,12,102.75,64,46,64,131,224,224,33,No,12
27950,12,129.666666666667,64,64,64,224,224,224,52,No,12
27955,18,115.388888888889,64,44,64,224,224,224,33,No,18
27960,14,120.142857142857,64,64,64,224,224,224,50,No,14
27965,22,111.363636363636,64,44.5,64,210,224,224,33,No,22
27970,16,111.375,64,50.5,64,224,224,224,49,No,16
27975,19,102.052631578947,64,41.8,64,162,224,224,22,No,19
27980,11,136.727272727273,64,64,64,224,224,224,64,No,11
27985,19,70,64,41.8,64,100,100,100,33,Yes,19
27990,11,121.090909090909,64,64,64,224,224,224,52,No,11
27995,22,119.318181818182,64,46,64,220.5,224,224,33,No,22
28000,12,129.416666666667,64,64,64,224,224,224,49,No,12
28005,19,103,64,43.2,64,162,224,224,33,No,19
28010,10,77.2,64,62.8,64,100,100,100,52,Yes,10
28015,19,114.578947368421,64,44,64,224,224,224,33,No,19
28020,15,127.066666666667,64,64,64,224,224,224,50,No,15
28025,24,106.791666666667,64,45.5,64,210,224,224,33,No,24
28030,17,118.882352941176,64,59.2,64,224,224,224,49,No,17
28035,28,88.8214285714286,64,48.2,50,64,224,224,33,No,28
28040,10,78.4,64,64,64,100,100,100,64,Yes,10
28045,18,99.8888888888889,64,40.7,64,100,224,224,33,No,18
28050,9,133.777777777778,64,61.6,64,224,224,224,52,No,9
28055,27,96.4074074074074,64,56,64,100,210,210,33,Yes,27
28060,60,79.75,64,64,64,64,80.0000000000002,224,49,No,60
28065,15,116.333333333333,64,52,64,224,224,224,33,No,15
28070,18,70.7777777777778,64,40.7,64,100,100,100,33,Yes,18
28075,15,121.266666666667,100,52,64,224,224,224,35,No,15
28080,17,70.4705882352941,64,58.4,64,64,100,100,44,Yes,17
28085,27,91.6296296296296,64,58,64,100,210,220,35,Yes,27
28090,18,75.3888888888889,64,51.1,64,100,100,100,44,Yes,18
28095,18,71.9444444444444,64,42.8,64,100,100,100,35,Yes,18
28100,16,101,64,50,64,104,224,224,44,No,16
28105,15,115.666666666667,64,47.2,64,224,224,224,35,No,15
28110,13,73.5384615384615,64,64,64,100,100,100,44,Yes,13
28115,19,120.789473684211,64,60,64,217,224,224,35,No,19
28120,19,112.684210526316,64,61,64,224,224,224,44,No,19
28125,20,110.75,64,51.2,64,224,224,224,35,No,20
28130,16,110.125,64,54,64,224,224,224,22,No,16
28135,14,80.4285714285714,100,43.7,64,100,100,100,35,Yes,14
28140,20,95.45,64,44,64,100,224,224,35,No,20
28145,22,92.4545454545455,64,53.2,64,100,199,224,49,Yes,22
28150,18,69.3333333333333,64,44,64,91,100,100,35,Yes,18
28155,11,140,100,64,64,224,224,224,64,No,11
28160,22,72.3181818181818,64,46,64,100,100,100,35,Yes,22
28165,13,124.615384615385,64,64,64,224,224,224,52,No,13
28170,35,84.3714285714286,64,55,59.5,64,224,224,35,No,35
28175,16,132.25,64,64,64,224,224,224,64,No,16
28180,20,100.85,64,44,60.25,131,224,224,35,No,20
28185,16,121.75,64,58,64,224,224,224,40,No,16
28190,18,115.5,64,44,64,224,224,224,35,No,18
28195,8,77.5,64,64,64,100,100,100,64,Yes,8
28200,24,82.5833333333333,64,44,49.75,73,186.8,224,35,No,24
28205,16,131.5,64,64,64,224,224,224,52,No,16
28210,32,65,64,44,47.75,64,100,100,35,Yes,32
28215,26,90.5,64,43,48.25,64,224,224,43,No,26
28220,21,90.3333333333333,64,43,52,64,224,224,35,No,21
28225,14,122.142857142857,82,43.7,64,224,224,224,35,No,14
28230,11,70.1818181818182,64,44,64,82,100,100,44,Yes,11
28235,12,128.916666666667,82,64,64,213.5,224,224,35,No,12
28240,60,70.8833333333333,64,64,64,64,64,224,44,No,60
28245,16,78.1875,64,28.5,64,100,100,224,22,Yes,16
28250,15,72.2666666666667,64,64,64,82,100,100,44,Yes,15
28255,42,125.119047619048,64,64,64,207,224,255,35,No,42
28260,38,132.578947368421,64,45,49.75,224,255,255,44,No,38
28265,17,109.470588235294,64,47.6,64,224,224,224,35,No,17
28270,15,115,64,55,64,224,224,224,44,No,15
28275,15,68.7333333333333,64,41.6,64,82,100,100,35,Yes,15
28280,18,109.444444444444,64,41.3,64,193,224,224,35,No,18
28285,22,96.6363636363636,64,64,64,100,210,220,44,Yes,22
28290,14,122.285714285714,64,64,64,224,224,224,44,No,14
28295,46,76.5,64,44,49,64,100,224,35,Yes,46
28300,18,104.722222222222,64,47.5,64,184,224,224,44,No,18
28305,11,72.6363636363636,64,44,64,100,100,100,35,Yes,11
28310,12,71.75,64,64,64,73,100,100,49,Yes,12
28315,16,111.9375,64,44,64,224,224,224,35,No,16
28320,14,131.714285714286,64,64,64,224,224,224,52,No,14
28325,24,92.7916666666667,64,45.8,64,100,210,220,35,Yes,24
28330,14,68.0714285714286,64,64,64,64,89.2000000000001,100,49,Yes,14
28335,17,69.7058823529412,64,44,64,100,100,100,35,Yes,17
28340,14,74.4285714285714,64,40.1,64,100,100,100,35,Yes,14
28345,9,95.1111111111111,64,44,64,64,224,224,44,No,9
28350,12,79.5833333333333,82,64,64,100,100,100,35,Yes,12
28355,18,124.444444444444,64,58,64,220.5,224,224,44,No,18
28360,18,107.333333333333,64,51.1,64,193,224,224,35,No,18
28365,15,64.5333333333333,64,44,64,64,85.6,100,40,Yes,15
28370,16,75.1875,64,42,64,100,100,100,35,Yes,16
28375,15,106.866666666667,64,44,64,162,224,224,35,No,15
28380,13,115.615384615385,64,54.4,64,224,224,224,35,No,13
28385,47,89.4893617021276,64,44,64,64,224,224,44,No,47
28390,16,112.5625,64,49,64,224,224,224,35,No,16
28395,14,106.857142857143,64,50,64,184,224,224,44,No,14
28400,17,108.294117647059,64,45.2,64,224,224,224,22,No,17
28405,38,83.6052631578948,64,64,64,64,224,224,44,No,38
28410,31,65,64,49,49,64,100,100,35,Yes,31
28415,25,101.68,64,64,64,100,210,210,44,Yes,25
28420,18,72.8888888888889,64,51.1,64,100,100,100,35,Yes,18
28425,14,118.285714285714,64,50,64,224,224,224,44,No,14
28430,12,76.5833333333333,64,64,64,100,100,100,35,Yes,12
28435,16,121.5,64,54,64,224,224,224,44,No,16
28440,17,74.7058823529412,64,45.2,64,100,100,100,35,Yes,17
28445,30,92.4666666666667,64,44,64,64,224,224,44,No,30
28450,21,81.5714285714286,64,49,64,100,100,224,35,Yes,21
28455,13,109.846153846154,64,48,64,224,224,224,40,No,13
28460,16,66.9375,64,48,64,64,100,100,35,Yes,16
28465,15,117.4,64,55,64,224,224,224,44,No,15
28470,32,81.53125,64,55,55,64,211.6,224,35,No,32
28475,20,107.35,64,49,64,210,224,224,44,No,20
28480,17,99.1176470588235,64,47,64,100,224,224,35,No,17
28485,14,96,100,64,64,100,100,224,64,Yes,14
28490,17,67.7058823529412,64,44,64,64,100,100,35,Yes,17
28495,11,125.454545454545,64,64,64,224,224,224,64,No,11
28500,26,92.0384615384615,64,44,52.75,91,224,224,35,No,26
28505,16,131.375,64,64,64,224,224,224,50,No,16
28510,19,94.5263157894737,64,44,58,82,224,224,35,No,19
28515,18,69.3333333333333,64,51.4,64,91,100,100,22,Yes,18
28520,21,101.190476190476,64,35,64,100,224,224,35,No,21
28525,10,144,144,64,64,224,224,224,64,No,10
28530,21,107.571428571429,64,44,64,224,224,224,35,No,21
28535,8,114,100,64,64,127.5,210,210,64,Yes,8
28540,18,98.8888888888889,64,44,64,100,224,224,35,No,18
28545,11,120,64,64,64,224,224,224,40,No,11
28550,18,116.444444444444,64,49.6,64,224,224,224,44,No,18
28555,10,125.1,64,61.1,64,224,224,224,35,No,10
28560,16,110.5625,64,46.5,64,224,224,224,44,No,16
28565,16,93.9375,82,64,64,100,155,210,35,Yes,16
28570,45,65.0888888888889,64,50.8,64,64,64,100,44,Yes,45
28575,15,75.6666666666667,64,56.8,64,100,100,100,35,Yes,15
28580,23,113.130434782609,64,44,64,224,224,224,35,No,23
28585,10,85.6,100,64,64,100,100,100,64,Yes,10
28590,15,104.466666666667,64,44,64,162,224,224,35,No,15
28595,28,136.857142857143,64,64,64,224,224,224,52,No,28
28600,37,123.243243243243,64,58,64,224,224,224,35,No,37
28605,8,144,144,64,64,224,224,224,64,No,8
28610,17,109.117647058824,64,44,64,224,224,224,35,No,17
28615,14,131.714285714286,64,64,64,224,224,224,52,No,14
28620,25,69.24,64,38.6,49,100,100,100,35,Yes,25
28625,14,144.571428571429,155,64,64,224,224,224,64,No,14
28630,20,93.9,64,48.5,64,73,224,224,35,No,20
28635,17,106.411764705882,64,42.8,64,224,224,224,40,No,17
28640,11,72.6363636363636,64,44,64,100,100,100,35,Yes,11
28645,12,129,64,64,64,224,224,224,44,No,12
28650,14,89.4285714285714,82,64,64,100,100,224,44,Yes,14
28655,18,112.388888888889,64,49.6,64,210,224,224,35,No,18
28660,13,110.538461538462,64,52,64,224,224,224,44,No,13
28665,15,116.466666666667,64,52,64,224,224,224,35,No,15
28670,20,73.75,64,35,64,100,100,100,22,Yes,20
28675,16,110.75,64,48,64,224,224,224,44,No,16
28680,19,71.1578947368421,64,61,64,82,100,100,35,Yes,19
28685,23,89.1304347826087,64,64,64,100,188,210,44,Yes,23
28690,19,68.5263157894737,64,49.8,64,64,100,100,35,Yes,19
28695,16,100.75,64,48,64,104,224,224,44,No,16
28700,14,80.2142857142857,64,55.6,64,91,100,224,35,Yes,14
28705,14,120.857142857143,64,50,64,224,224,224,44,No,14
28710,13,75.6153846153846,64,64,64,100,100,100,35,Yes,13
28715,21,121.714285714286,64,64,64,224,224,224,44,No,21
28720,40,74.9,64,62.8,64,64,67.6000000000001,224,35,No,40
28725,20,112.2,64,44.9,45,138.75,255,255,44,Yes,20
28730,23,137.608695652174,100,45,54.5,224,255,255,35,No,23
28735,9,59.5555555555556,64,44,64,64,64,64,44,Yes,9
28740,17,99.5882352941177,64,49,64,100,224,224,35,No,17
28745,24,121.166666666667,64,64,64,224,224,224,44,No,24
28750,18,83.6666666666667,64,49.7,64,100,100,224,35,Yes,18
28755,14,109.428571428571,64,50,64,193,224,224,44,No,14
28760,11,121.727272727273,64,52,64,224,224,224,35,No,11
28765,15,73.3333333333333,64,52,64,100,100,100,44,Yes,15
28770,31,70.6129032258064,64,55,64,82,100,100,35,Yes,31
28775,18,88,64,58,64,100,133,210,44,Yes,18
28780,20,110.25,64,49,64,224,224,224,35,No,20
28785,15,101.2,64,44,64,144,224,224,22,No,15
28790,15,118.266666666667,64,46.6,64,224,224,224,35,No,15
28795,13,110.153846153846,64,48,64,224,224,224,44,No,13
28800,20,75.65,64,49,64,73,100,224,35,Yes,20
28805,18,83.2222222222222,64,48.2,64,91,133,210,44,Yes,18
28810,22,107.181818181818,64,49.1,64,193,224,224,35,No,22
28815,28,62.8571428571429,64,44,59,64,74.8,100,44,Yes,28
28820,20,72.85,64,35,61,100,100,100,35,Yes,20
28825,14,119.714285714286,64,64,64,224,224,224,44,No,14
28830,11,121,64,44,64,224,224,224,35,No,11
28835,10,123.2,64,62,64,210,224,224,44,No,10
28840,20,72.8,64,48.5,64,100,100,100,35,Yes,20
28845,13,128.307692307692,64,64,64,224,224,224,64,No,13
28850,16,111.9375,64,44,64,224,224,224,35,No,16
28855,10,144,144,64,64,224,224,224,64,No,10
28860,19,96.4210526315789,64,44,58,100,224,224,35,No,19
28865,19,126.842105263158,64,58.2,64,210,220.8,224,35,No,19
28870,70,64.6428571428571,64,62.5,64,64,64,100,44,Yes,70
28875,15,116.866666666667,64,55.6,64,224,224,224,35,No,15
28880,15,103.2,64,47.2,64,144,224,224,44,No,15
28885,12,131.25,82,64,64,224,224,224,35,No,12
28890,13,110.153846153846,64,48,64,224,224,224,44,No,13
28895,24,136.458333333333,82,64,64,224,224,224,35,No,24
28900,22,72.0454545454546,64,44.5,64,64,100,224,40,Yes,22
28905,17,80.4705882352941,100,58,64,100,100,100,35,Yes,17
28910,19,104,64,60,64,144,224,224,44,No,19
28915,25,134.68,64,64,64,224,224,224,35,No,25
28920,43,81.0697674418605,64,54.4,64,100,100,224,35,Yes,43
28925,13,94.7692307692308,64,64,64,100,188,210,64,Yes,13
28930,21,107.428571428571,64,44,64,224,224,224,35,No,21
28935,14,72.4285714285714,64,55.6,64,91,100,100,50,Yes,14
28940,20,69.25,64,43.1,64,100,100,100,22,Yes,20
28945,12,133.666666666667,82,64,64,224,224,224,64,No,12
28950,15,104.466666666667,64,44,64,162,224,224,35,No,15
28955,15,136,64,64,64,224,224,224,52,No,15
28960,18,96.8888888888889,64,44,64,91,224,224,35,No,18
28965,10,126.5,64,62.5,64,224,224,224,49,No,10
28970,21,71.6666666666667,64,35,64,100,100,100,35,Yes,21
28975,12,132.666666666667,82,64,64,224,224,224,52,No,12
28980,17,72.6470588235294,64,44,64,100,100,100,35,Yes,17
28985,12,97.3333333333333,64,64,64,100,199,210,64,Yes,12
28990,19,85.4736842105263,64,43.2,56.5,64,224,224,35,No,19
28995,15,84.9333333333333,64,56.8,64,100,100,224,50,Yes,15
29000,15,104.466666666667,64,44,64,162,224,224,35,No,15
29005,22,112.863636363636,64,50.5,64,224,224,224,49,No,22
29010,19,122.263157894737,64,60,64,224,224,224,35,No,19
29015,18,122.888888888889,64,60.4,64,220.5,224,224,44,No,18
29020,17,120,64,58,64,224,224,224,35,No,17
29025,12,114,64,46,64,224,224,224,44,No,12
29030,10,113.4,82,35,64,193,224,224,35,No,10
29035,19,111.789473684211,64,50.4,64,224,224,224,44,No,19
29040,15,74.6,64,50,64,100,100,100,35,Yes,15
29045,43,88.1860465116279,64,64,64,64,221.2,224,44,No,43
29050,15,81.3333333333333,64,55,64,100,100,224,35,Yes,15
29055,22,96,64,44.6,64,64,224,224,22,No,22
29060,13,112.153846153846,64,47.2,64,224,224,224,35,No,13
29065,18,104.722222222222,64,47.5,64,184,224,224,44,No,18
29070,33,91.6666666666667,64,55,64,64,224,224,35,No,33
29075,18,122.444444444444,64,58,64,220.5,224,224,44,No,18
29080,18,68.5555555555556,64,46.3,52.75,91,100,100,35,Yes,18
29085,17,110.117647058824,64,48.8,64,224,224,224,44,No,17
29090,14,122.142857142857,82,43.7,64,224,224,224,35,No,14
29095,12,100.666666666667,64,46,64,104,224,224,44,No,12
29100,21,99.5714285714286,64,49,64,100,224,224,35,No,21
29105,25,86.32,64,44,64,100,166,224,35,Yes,25
29110,16,122.125,64,56.5,64,224,224,224,49,No,16
29115,20,101.65,64,44,64,131,224,224,35,No,20
29120,14,122.142857142857,82,43.7,64,224,224,224,35,No,14
29125,17,71.5294117647059,64,48.8,64,100,100,100,44,Yes,17
29130,28,63.5357142857143,64,48,48,64,100,100,35,Yes,28
29135,14,116.285714285714,64,50,64,210,224,224,44,No,14
29140,14,70.0714285714286,64,49,64,91,100,100,35,Yes,14
29145,18,105.555555555556,64,49.6,64,184,224,224,44,No,18
29150,10,128.7,82,61.1,64,224,224,224,35,No,10
29155,14,118.285714285714,64,50,64,224,224,224,44,No,14
29160,39,108.153846153846,64,64,64,207,207,220,35,Yes,39
29165,22,118.545454545455,64,53.2,64,220.5,224,224,44,No,22
29170,14,96,64,42.7,64,91,224,224,35,No,14
29175,15,68.5333333333333,64,52,64,64,100,100,44,Yes,15
29180,39,67.6923076923077,64,64,64,64,100,100,35,Yes,39
29185,16,102.25,64,48,61,131,224,224,44,No,16
29190,12,76.5833333333333,64,64,64,100,100,100,35,Yes,12
29195,23,82.2608695652174,64,48,64,100,100,210,44,Yes,23
29200,17,75.3529411764706,64,49,64,100,100,100,35,Yes,17
29205,14,120.285714285714,64,64,64,224,224,224,52,No,14
29210,20,69.25,64,43.1,64,100,100,100,22,Yes,20
29215,10,147.6,162,64,64,224,224,224,64,No,10
29220,22,97.5,64,44.5,64,91,224,224,35,No,22
29225,12,93.3333333333333,64,64,64,100,199,210,52,Yes,12
29230,22,73.2727272727273,64,44.5,64,100,100,100,35,Yes,22
29235,25,93.76,64,50,50,100,224,224,35,No,25
29240,19,111.684210526316,64,48.8,64,224,224,224,44,No,19
29245,13,74.6923076923077,64,54.4,64,100,100,100,35,Yes,13
29250,14,109.428571428571,64,50,64,193,224,224,44,No,14
29255,23,137.782608695652,100,64,64,217,224,224,35,No,23
29260,22,104.045454545455,64,44.5,64,184,224,224,40,No,22
29265,15,129.6,64,64,64,224,224,224,52,No,15
29270,22,99.8181818181818,64,35,49,100,224,224,35,No,22
29275,13,137.846153846154,64,64,64,224,224,224,64,No,13
29280,17,88.5882352941177,64,44,50,64,224,224,35,No,17
29285,17,91.0588235294118,64,64,64,100,144,210,52,Yes,17
29290,22,67.6818181818182,64,44.5,64,64,100,100,35,Yes,22
29295,12,76,64,64,64,100,100,100,64,Yes,12
29300,18,66.7222222222222,64,44,55,64,100,100,35,Yes,18
29305,12,130.666666666667,64,64,64,224,224,224,64,No,12
29310,15,104.466666666667,64,44,64,162,224,224,35,No,15
29315,14,142,137,64,64,224,224,224,64,No,14
29320,21,99.2380952380952,64,44,64,100,224,224,35,No,21
29325,13,110,64,64,64,224,224,224,22,No,13
29330,43,128.046511627907,64,45,64,224,248.8,255,35,No,43
29335,19,152.368421052632,224,45,64,239.5,255,255,45,No,19
29340,26,98.0384615384615,64,46.5,64,91,224,224,35,No,26
29345,17,119.647058823529,64,52.4,64,210,224,224,35,No,17
29350,18,104.055555555556,64,44,64,184,224,224,40,No,18
29355,33,67.4848484848485,64,64,64,64,92.8,100,35,Yes,33
29360,23,109.826086956522,64,50.4,64,224,224,224,44,No,23
29365,13,126.076923076923,64,64,64,224,224,224,35,No,13
29370,30,82.2,64,55,57.25,64,224,224,44,No,30
29375,14,93.0714285714286,64,64,64,100,177,210,35,Yes,14
29380,16,100.125,64,49,61,104,224,224,44,No,16
29385,32,128.59375,64,64,64,224,224,224,35,No,32
29390,26,85.3846153846154,64,64,64,100,100,224,64,Yes,26
29395,18,115.5,64,44,64,224,224,224,35,No,18
29400,17,70,64,50.8,64,64,100,100,49,Yes,17
29405,22,118.090909090909,64,44,64,220.5,224,224,35,No,22
29410,11,104.909090909091,64,49,64,144,224,224,49,No,11
29415,32,65.09375,64,44,50,64,100,100,35,Yes,32
29420,19,103.578947368421,64,47,64,162,224,224,35,No,19
29425,18,69.7777777777778,64,58,64,64,100,100,44,Yes,18
29430,10,128.7,82,61.1,64,224,224,224,35,No,10
29435,17,106.705882352941,64,56,64,210,210,210,44,Yes,17
29440,23,67.304347826087,64,41.8,64,64,100,100,35,Yes,23
29445,32,81.875,64,51.4,64,64,208,224,44,No,32
29450,20,96.35,64,64,64,73,224,224,35,No,20
29455,14,118.285714285714,64,50,64,224,224,224,44,No,14
29460,18,116.222222222222,64,51.1,64,224,224,224,35,No,18
29465,19,84.8421052631579,64,60,64,100,122,210,44,Yes,19
29470,11,69.8181818181818,64,49,64,82,100,100,35,Yes,11
29475,19,106.631578947368,64,42.2,64,162,224,224,35,No,19
29480,13,109.076923076923,64,54.4,64,224,224,224,22,No,13
29485,17,98.8823529411765,64,44,64,100,224,224,35,No,17
29490,11,77.0909090909091,64,64,64,100,100,100,64,Yes,11
29495,18,107.055555555556,64,44,64,182.5,224,224,35,No,18
29500,15,66,64,50.2,64,64,85.6,100,49,Yes,15
29505,19,103.578947368421,64,44,64,162,224,224,35,No,19
29510,8,82,82,64,64,100,100,100,64,Yes,8
29515,41,69,64,64,64,64,100,100,35,Yes,41
29520,13,71.3846153846154,64,64,64,64,100,100,52,Yes,13
29525,17,89.4117647058824,64,56,64,100,144,210,44,Yes,17
29530,23,93.6086956521739,64,41.8,58,64,224,224,35,No,23
29535,14,96.4285714285714,64,37.7,49,100,224,224,35,No,14
29540,10,144,144,64,64,224,224,224,64,No,10
29545,18,96.9444444444444,64,44,64,91,224,224,35,No,18
29550,9,116,64,61.6,64,224,224,224,52,No,9
29555,20,125.95,64,62,64,224,224,224,35,No,20
29560,13,72.3846153846154,64,52,64,100,100,100,44,Yes,13
29565,18,100.777777777778,64,35,52.75,100,224,224,35,No,18
29570,19,115.105263157895,64,50.4,64,224,224,224,35,No,19
29575,13,124,64,64,64,224,224,224,44,No,13
29580,11,106.454545454545,64,44,64,162,224,224,35,No,11
29585,19,122.210526315789,64,58.2,64,217,224,224,35,No,19
29590,20,108.65,64,48.5,64,224,224,224,44,No,20
29595,14,107.357142857143,64,43.7,64,193,224,224,24,No,14
29600,15,114.666666666667,64,52,64,224,224,224,44,No,15
29605,19,113.368421052632,64,49.8,64,224,224,224,35,No,19
29610,17,108,64,48.8,64,224,224,224,44,No,17
29615,16,132.6875,82,64,64,224,224,224,35,No,16
29620,17,97,64,44,64,64,224,224,40,No,17
29625,12,131.25,82,64,64,224,224,224,35,No,12
29630,17,71.5294117647059,64,48.8,64,100,100,100,44,Yes,17
29635,13,126.076923076923,64,64,64,224,224,224,35,No,13
29640,10,86.8,64,44,64,100,112.4,224,44,Yes,10
29645,17,90.7058823529412,64,52.4,64,100,144.8,212,35,Yes,17
29650,18,97.8333333333333,64,47.5,64,91,224,224,44,No,18
29655,14,85.1428571428571,64,53.5,64,100,100,224,35,Yes,14
29660,12,114,64,46,64,224,224,224,44,No,12
29665,65,75.7846153846154,64,64,64,64,64,224,35,No,65
29670,38,91,64,55,64,64,224,224,44,No,38
29675,16,132.9375,82,64,64,224,224,224,35,No,16
29680,18,68.9444444444444,64,47.5,64,64,100,100,44,Yes,18
29685,14,120.785714285714,64,55.6,64,224,224,224,35,No,14
29690,15,114.666666666667,64,52,64,224,224,224,44,No,15
29695,12,131.25,82,64,64,224,224,224,35,No,12
29700,20,76.45,64,43.1,49,64,112.4,224,35,No,20
29705,25,110.56,64,64,64,212,218,224,52,Yes,25
29710,20,100.4,64,43.6,60.25,131,224,224,35,No,20
29715,15,81.7333333333333,100,46.6,64,100,100,100,35,Yes,15
29720,18,126,64,58,64,224,224,224,44,No,18
29725,17,71.3529411764706,64,51.2,64,100,100,100,35,Yes,17
29730,12,69.6666666666667,64,46,64,73,100,100,44,Yes,12
29735,15,91.4,64,64,64,100,167.2,212,35,Yes,15
29740,12,118.666666666667,64,64,64,224,224,224,44,No,12
29745,19,103.210526315789,64,48,58,162,224,224,35,No,19
29750,18,104.222222222222,64,48.2,64,184,224,224,22,No,18
29755,14,70.7857142857143,64,50,64,91,100,100,35,Yes,14
29760,14,74.3571428571429,64,53.5,64,100,100,100,44,Yes,14
29765,17,110.294117647059,64,48.8,64,212,224,224,35,No,17
29770,13,125.538461538462,64,64,64,224,224,224,64,No,13
29775,15,93.2666666666667,64,38.6,46.5,100,224,224,35,No,15
29780,12,78,64,64,64,100,100,100,52,Yes,12
29785,18,74.1666666666667,64,44,64,100,100,100,35,Yes,18
29790,15,116.4,64,64,64,224,224,224,50,No,15
29795,19,90.6842105263158,64,43.2,64,100,212,224,35,Yes,19
29800,12,116.333333333333,64,64,64,224,224,224,52,No,12
29805,31,65.1935483870968,64,44,49,64,100,100,35,Yes,31
29810,54,67.3333333333333,64,64,64,64,64,100,64,Yes,54
29815,17,109.117647058824,64,44,64,224,224,224,35,No,17
29820,23,74.695652173913,64,54.4,64,100,100,100,49,Yes,23
29825,25,113.2,64,44,64,212,224,224,35,No,25
29830,9,76,64,64,64,100,100,100,64,Yes,9
29835,31,66,64,49,50,64,100,100,35,Yes,31
29840,10,126.8,64,62.8,64,224,224,224,52,No,10
29845,22,113.409090909091,64,46,64,224,224,224,35,No,22
29850,35,91.9428571428571,64,48,57,64,224,224,48,No,35
29855,36,96.5,64,50,64,73,224,224,35,No,36
