timestamp,num_pkts,avg_ttl,median_ttl,10_percentil_ttl,25_percentil_ttl,75_percentil_ttl,90_percentil_ttl,max_ttl,min_ttl,attack
5.0,21,97.61904761904762,64.0,47.0,64.0,64.0,224.0,224,40,No
10.0,19,123.15789473684211,64.0,64.0,64.0,224.0,224.0,224,32,No
15.0,34,132.73529411764707,64.0,47.0,47.0,247.25,255.0,255,47,No
20.0,16,103.875,64.0,39.5,52.0,131.0,224.0,255,32,No
25.0,12,114.5,64.0,48.7,64.0,224.0,224.0,224,47,No
30.0,14,130.85714285714286,82.0,64.0,64.0,220.5,224.0,224,32,No
35.0,15,115.4,64.0,56.800000000000004,64.0,224.0,224.0,224,47,No
40.0,15,116.46666666666667,64.0,53.800000000000004,64.0,224.0,224.0,224,32,No
45.0,14,85.21428571428571,64.0,36.5,53.5,91.0,186.80000000000013,224,32,No
50.0,15,114.6,64.0,52.0,64.0,224.0,224.0,224,47,No
55.0,16,101.5,64.0,48.0,61.0,131.0,224.0,224,32,No
60.0,18,131.83333333333334,64.0,64.0,64.0,220.5,224.0,224,47,No
65.0,16,113.1875,64.0,55.5,64.0,224.0,224.0,224,32,No
70.0,15,113.4,64.0,53.800000000000004,64.0,224.0,224.0,224,22,No
75.0,18,115.94444444444444,64.0,50.5,64.0,224.0,224.0,224,32,No
80.0,9,96.33333333333333,64.0,51.0,64.0,64.0,224.0,224,47,No
85.0,17,109.47058823529412,64.0,48.8,64.0,224.0,224.0,224,32,No
90.0,17,116.41176470588235,64.0,57.2,64.0,210.0,224.0,224,40,No
95.0,19,104.42105263157895,64.0,49.6,64.0,162.0,224.0,224,32,No
100.0,12,127.83333333333333,64.0,48.7,64.0,224.0,224.0,224,47,No
105.0,25,95.16,64.0,49.4,64.0,100.0,224.0,224,32,No
110.0,17,108.3529411764706,64.0,50.0,64.0,224.0,224.0,224,47,No
115.0,10,111.2,64.0,50.0,64.0,193.0,224.0,224,32,No
120.0,21,104.76190476190476,64.0,47.0,64.0,210.0,224.0,224,22,No
125.0,116,70.46551724137932,64.0,64.0,64.0,64.0,64.0,224,32,No
130.0,19,120.52631578947368,64.0,51.0,64.0,224.0,224.0,224,47,No
135.0,14,120.57142857142857,64.0,55.6,64.0,224.0,224.0,224,32,No
140.0,16,101.125,64.0,49.5,64.0,104.0,224.0,224,47,No
145.0,11,122.54545454545455,64.0,64.0,64.0,224.0,224.0,224,32,No
150.0,19,119.6842105263158,64.0,60.6,64.0,217.0,224.0,224,47,No
155.0,13,124.92307692307692,64.0,54.400000000000006,64.0,224.0,224.0,224,32,No
160.0,20,110.7,64.0,45.5,64.0,224.0,224.0,224,32,No
165.0,26,84.42307692307692,64.0,44.0,64.0,64.0,224.0,224,44,No
170.0,28,89.5,64.0,44.0,50.75,73.0,224.0,224,32,No
175.0,63,123.01587301587301,64.0,64.0,64.0,210.0,210.0,224,52,No
180.0,40,91.9,64.0,54.2,61.75,64.0,211.40000000000003,224,32,No
185.0,4,144.0,144.0,64.0,64.0,224.0,224.0,224,64,No
190.0,19,112.94736842105263,64.0,47.0,64.0,224.0,224.0,224,32,No
195.0,14,131.71428571428572,64.0,64.0,64.0,224.0,224.0,224,52,No
200.0,21,100.19047619047619,64.0,49.0,64.0,100.0,224.0,224,32,No
205.0,14,131.35714285714286,64.0,64.0,64.0,224.0,224.0,224,47,No
210.0,14,118.21428571428571,64.0,52.1,64.0,210.0,224.0,224,32,No
215.0,14,119.07142857142857,64.0,55.6,64.0,224.0,224.0,224,47,No
220.0,12,116.25,64.0,48.7,64.0,224.0,224.0,224,32,No
225.0,19,114.05263157894737,64.0,44.0,64.0,224.0,224.0,224,32,No
230.0,36,77.94444444444444,64.0,43.5,51.5,64.0,162.0,224,32,No
235.0,16,122.1875,64.0,58.0,64.0,224.0,224.0,224,47,No
240.0,17,118.05882352941177,64.0,57.2,64.0,210.0,224.0,224,32,No
245.0,14,119.07142857142857,64.0,55.6,64.0,224.0,224.0,224,47,No
250.0,13,124.53846153846153,64.0,50.400000000000006,64.0,224.0,224.0,224,32,No
255.0,87,73.0,64.0,64.0,64.0,64.0,64.0,224,47,No
260.0,28,91.14285714285714,64.0,51.1,64.0,64.0,224.0,224,32,No
265.0,15,115.4,64.0,56.800000000000004,64.0,224.0,224.0,224,47,No
270.0,21,122.66666666666667,64.0,64.0,64.0,224.0,224.0,224,32,No
275.0,11,119.0909090909091,64.0,47.0,64.0,224.0,224.0,224,47,No
280.0,11,122.54545454545455,64.0,64.0,64.0,224.0,224.0,224,32,No
285.0,17,108.3529411764706,64.0,50.0,64.0,224.0,224.0,224,47,No
290.0,20,103.1,64.0,48.2,64.0,131.0,224.0,224,32,No
295.0,20,92.05,64.0,48.8,60.25,64.0,224.0,224,47,No
300.0,18,141.88888888888889,155.0,64.0,64.0,224.0,224.0,224,32,No
305.0,26,121.84615384615384,64.0,58.0,64.0,217.5,224.0,224,47,No
310.0,17,130.11764705882354,64.0,64.0,64.0,224.0,224.0,224,32,No
315.0,13,113.38461538461539,64.0,50.400000000000006,64.0,224.0,224.0,224,47,No
320.0,12,86.16666666666667,64.0,33.800000000000004,51.5,73.0,211.60000000000005,224,32,No
325.0,20,109.1,64.0,51.5,64.0,224.0,224.0,224,47,No
330.0,12,131.0,82.0,64.0,64.0,224.0,224.0,224,32,No
335.0,24,120.83333333333333,64.0,64.0,64.0,213.5,224.0,224,47,No
340.0,46,83.08695652173913,64.0,46.0,64.0,64.0,210.0,224,22,No
345.0,17,90.0,64.0,41.0,52.0,100.0,224.0,224,32,No
350.0,45,72.42222222222222,64.0,46.0,49.0,64.0,64.0,224,44,No
355.0,13,98.76923076923077,64.0,47.4,64.0,100.0,224.0,224,32,No
360.0,21,112.9047619047619,64.0,47.0,64.0,210.0,224.0,224,40,No
365.0,19,113.21052631578948,64.0,51.0,64.0,224.0,224.0,224,32,No
370.0,12,129.25,64.0,64.0,64.0,224.0,224.0,224,47,No
375.0,15,105.0,64.0,49.0,64.0,162.0,224.0,224,32,No
380.0,13,111.0,64.0,54.400000000000006,64.0,224.0,224.0,224,47,No
385.0,68,75.57352941176471,64.0,64.0,64.0,64.0,64.0,224,32,No
390.0,47,82.57446808510639,64.0,64.0,64.0,64.0,210.0,224,22,No
395.0,13,99.0,64.0,48.0,64.0,100.0,224.0,224,32,No
400.0,13,136.53846153846155,64.0,64.0,64.0,224.0,224.0,224,47,No
405.0,12,103.25,64.0,33.5,59.75,131.0,224.0,224,32,No
410.0,15,103.8,64.0,50.8,64.0,144.0,224.0,224,47,No
415.0,23,73.69565217391305,64.0,49.0,50.5,64.0,92.80000000000003,224,32,No
420.0,16,109.3125,64.0,49.0,64.0,210.0,224.0,224,47,No
425.0,15,116.46666666666667,64.0,53.800000000000004,64.0,224.0,224.0,224,32,No
430.0,15,137.53333333333333,64.0,64.0,64.0,224.0,224.0,224,47,No
435.0,17,120.0,64.0,59.2,64.0,224.0,224.0,224,32,No
440.0,41,121.07317073170732,64.0,64.0,64.0,207.0,224.0,224,47,No
445.0,9,100.0,64.0,57.6,64.0,100.0,224.0,224,32,No
450.0,20,115.7,64.0,47.0,64.0,213.5,224.0,224,40,No
455.0,13,124.92307692307692,64.0,54.400000000000006,64.0,224.0,224.0,224,32,No
460.0,15,117.46666666666667,64.0,53.800000000000004,64.0,224.0,224.0,224,47,No
465.0,18,118.0,82.0,32.0,64.0,224.0,224.0,224,32,No
